Familia	Especie	Categoría	Criterios	Fecha_evaluación	Fecha_publicación	Iniciativa	Estado
Melastomataceae	Miconia poecilantha	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Miconia polyneura	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Melastomataceae	Miconia prasinifolia	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Miconia pseudoradula	NT		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Miconia psychrophila	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Miconia puracensis	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Miconia pustulata	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Melastomataceae	Miconia quadricaulis	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Melastomataceae	Miconia quintuplinervia	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Miconia rava	CR	B1ab(iii)+2ab(iii)	2020	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Miconia reclinata	VU	B1ab(iii)	2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Miconia rheophytica	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Melastomataceae	Miconia rigens	VU	B1+2ab(iii)	2019	2022	LR GEPC - Endemicas Paramo - Universidad ICESI, Instituto Humboldt	Publicada (UICN + SIB)
Melastomataceae	Miconia rivetii	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Melastomataceae	Miconia sandemanii	NT		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Miconia sciurea	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Melastomataceae	Miconia setosa	EN	B1ab(iii)	2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Miconia smithii	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Miconia spatellophora	LC		2020	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Miconia spicata	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Melastomataceae	Miconia stipitata	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Melastomataceae	Miconia stipularis	LC		2020	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Miconia submacrophylla	LC		2018	2020	Lista Roja Global - Especie endemica de Colombia	Publicada (UICN)
Melastomataceae	Miconia subsessilifolia	VU	B1ab(iii)	2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Miconia summa	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Miconia tenuis	DD		2020	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Miconia titanophylla	en proceso	en proceso	en proceso	en proceso	LR GEPC - Endemicas Amazonia - SINCHI, Universidad de Antioquia	en proceso
Melastomataceae	Miconia transversa	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Melastomataceae	Miconia triangularis	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Melastomataceae	Miconia tricaudata	en proceso	en proceso	en proceso	en proceso	LR GEPC - Endemicas Paramo - Universidad de Antioquia	en proceso
Melastomataceae	Miconia turgida	LC		2020	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Miconia umbriensis	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Melastomataceae	Miconia verrucosa	NT		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Miconia voronovii	EN	B1ab(iii)	2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Miconia wurdackii	LC		2018	2018	Lista Roja Global - Especie endemica de Colombia	Publicada (UICN)
Melastomataceae	Miconia zarucchii	NT		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Monochaetum carbonoi	en proceso	en proceso	en proceso	en proceso	LR GEPC - Endemicas Paramo - Universidad de Antioquia	en proceso
Melastomataceae	Monochaetum lindenianum	en proceso	en proceso	en proceso	en proceso	LR GEPC - Endemicas Paramo - Universidad de Antioquia	en proceso
Melastomataceae	Monochaetum longicaudatum	en proceso	en proceso	en proceso	en proceso	LR GEPC - Endemicas Paramo - Universidad de Antioquia	en proceso
Melastomataceae	Monochaetum strigosum	en proceso	en proceso	en proceso	en proceso	LR GEPC - Endemicas Paramo - Universidad de Antioquia	en proceso
Melastomataceae	Monochaetum uribei	en proceso	en proceso	en proceso	en proceso	LR GEPC - Endemicas Paramo - Universidad de Antioquia	en proceso
Melastomataceae	Mouriri ambiconvexa	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Mouriri colombiana	VU	B1ab(iii)	2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Mouriri completens	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Melastomataceae	Mouriri crassifolia	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Melastomataceae	Mouriri densifoliata	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Melastomataceae	Mouriri ficoides	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Melastomataceae	Mouriri impressinerva	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Melastomataceae	Mouriri micranthera	NT		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Mouriri pachyphylla	NT		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Mouriri panamensis	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Melastomataceae	Mouriri retentipetala	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Melastomataceae	Pleroma martiale	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Melastomataceae	Siphanthera vaupesana	en proceso	en proceso	en proceso	en proceso	LR GEPC - Endemicas Amazonia - SINCHI, Universidad de Antioquia	en proceso
Melastomataceae	Tessmannianthus calcaratus	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Tessmannianthus quadridomius	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Tibouchina andreana	LC		2020	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Tibouchina elegantula	NT		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Tibouchina gleasoniana	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Melastomataceae	Tibouchina narinoensis	NT		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Tibouchina paleacea	VU	B2ab(iii)	2020	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Tibouchina silvestris	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Tibouchina stricta	en proceso	en proceso	en proceso	en proceso	LR GEPC - Endemicas Paramo - Universidad de Antioquia	en proceso
Melastomataceae	Tococa leticiana	en proceso	en proceso	en proceso	en proceso	LR GEPC - Endemicas Amazonia - SINCHI, Universidad de Antioquia	en proceso
Melastomataceae	Tococa spadiciflora	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Melastomataceae	Wurdastom ecuadorensis	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Meliaceae	Carapa alticola	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Meliaceae	Carapa megistocarpa	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Meliaceae	Carapa planadensis	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Meliaceae	Cedrela montana	NT		2007	2007	Libros Rojos - ICN/Universidad Nacional, SINCHI, Instituto Humboldt	Publicada (Serie Libros Rojos)
Meliaceae	Cedrela odorata	VU	A1cd+2cd	2007	2007	Libros Rojos - ICN/Universidad Nacional, SINCHI, Instituto Humboldt	Publicada (Serie Libros Rojos)
Meliaceae	Guarea cartaguenya	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Meliaceae	Guarea caulobotryis	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Meliaceae	Guarea corrugata	LC		2020	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Meliaceae	Guarea ecuadoriensis	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Meliaceae	Guarea gomma	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Meliaceae	Guarea lozanoi	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Meliaceae	Guarea polymera	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Meliaceae	Guarea velutina	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Meliaceae	Ruagea smithii	VU	B1ab(iii)	2020	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Meliaceae	Schmardaea microphylla	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Meliaceae	Trichilia acuminata	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Meliaceae	Trichilia appendiculata	EN	B1ab(iii)	2021	en proceso	LR GEPC - Endemicas Bosque Seco - Instituto Humboldt, Universidad de Antioquia	en proceso
Meliaceae	Trichilia deminuta	CR	B1ab(iii)	2019	2020	Lista Roja Global - Especie endemica de Colombia	Publicada (UICN)
Meliaceae	Trichilia oligofoliolata	EN	B1ab(iii)	2021	en proceso	LR GEPC - Endemicas Bosque Seco - Instituto Humboldt, Universidad de Antioquia	en proceso
Metteniusaceae	Metteniusa cogolloi	LC		2020	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Metteniusaceae	Metteniusa cundinamarcensis	CR	B1ab(iii)	2020	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Metteniusaceae	Metteniusa edulis	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Metteniusaceae	Metteniusa huilensis	VU	B1ab(iii)	2020	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Metteniusaceae	Metteniusa nucifera	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Metteniusaceae	Metteniusa santanderensis	CR	B1ab(iii)+2ab(iii)	2020	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Metzgeriaceae	Metzgeria bischlerae	LC		2019	2022	LR GEPC - Especies en Veda - MinAmbiente, Instituto Humboldt, ICN/Universidad Nacional	Publicada (UICN + SIB)
Metzgeriaceae	Metzgeria cleefii	LC		2019	2022	LR GEPC - Especies en Veda - MinAmbiente, Instituto Humboldt, ICN/Universidad Nacional	Publicada (UICN + SIB)
Metzgeriaceae	Metzgeria lechleri	EN	B2b(ii,iii,iv)	2019	en proceso	LR GEPC - Especies en Veda - MinAmbiente, Instituto Humboldt, ICN/Universidad Nacional	en proceso
Metzgeriaceae	Metzgeria maegdefraui	VU	B2b(ii,iii,iv)	2019	en proceso	LR GEPC - Especies en Veda - MinAmbiente, Instituto Humboldt, ICN/Universidad Nacional	en proceso
Metzgeriaceae	Metzgeria metaensis	LC		2019	2022	LR GEPC - Especies en Veda - MinAmbiente, Instituto Humboldt, ICN/Universidad Nacional	Publicada (UICN + SIB)
Montiaceae	Montia biapiculata	en proceso	en proceso	en proceso	en proceso	LR GEPC - Endemicas Paramo - Universidad de Antioquia	en proceso
Moraceae	Brosimum multinervium	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Moraceae	Ficus archeri	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Moraceae	Ficus broadwayi	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Moraceae	Ficus calimana	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Moraceae	Ficus carchiana	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Moraceae	Ficus casapiensis	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Moraceae	Ficus castellviana	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Moraceae	Ficus chaponensis	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Moraceae	Ficus chocoensis	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Moraceae	Ficus cundinamarcensis	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Moraceae	Ficus dewolfii	LC		2020	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Moraceae	Ficus dulciaria	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Moraceae	Ficus eliadis	EN	B2ab(iii)	2020	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Moraceae	Ficus francoae	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Moraceae	Ficus fresnoensis	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Moraceae	Ficus gomelleira	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Moraceae	Ficus guatiquiae	EN	B2ab(iii)	2020	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Moraceae	Ficus guntheri	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Moraceae	Ficus hebetifolia	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Moraceae	Ficus jaramilloi	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Moraceae	Ficus lauretana	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Moraceae	Ficus lawrancei	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
